【新聞&綜合】,#genre#
Farra Play,http://159.203.148.226/live/farra.m3u8&data=normal
High Vision,https://streamer1.connectto.com/HIGHVISION_WEB_1205/index.m3u8&data=normal
Impact TV Manele,https://online.tvimpact.live/hls/impact_tv.m3u8&data=normal
Klape i Tambure TV,https://stream.cmctv.hr:49998/kit/live.m3u8&data=normal
Love TV,https://stream.nasatv.com.mk/lovetv/hls/lovetv_live.m3u8&data=normal
Magic TV,https://itv.streams.ovh/magictv/magictv/playlist.m3u8&data=normal
Más FM 95.9normal,https://vivo.solumedia.com:19360/masfm/masfm.m3u8&data=normal
MNTV Music,https://mntv.livebox.co.in/musichls/live.m3u8&data=normal
Music Box Russia,https://strm.yandex.ru/kal/rmbox/rmbox0.m3u8&data=normal
Navahang TV,https://hls.navahang.live/hls/stream.m3u8&data=normal
Panik TV,https://livetv.streams.ovh:1936/paniktv/paniktv/playlist.m3u8&data=normal
Play TV,http://web.onair-radio.eu:1935/Alpha-Host/Alpha-Host/playlist.m3u8&data=normal
PMC,https://hls.pmchd.live/hls/stream.m3u8&data=normal
Power Dance,https://livetv.powerapp.com.tr/dance/dance.smil/playlist.m3u8&data=normal
Power Love,https://livetv.powerapp.com.tr/plove/love.smil/playlist.m3u8&data=normal
Power Türk Slow,https://livetv.powerapp.com.tr/pturkslow/slow.smil/playlist.m3u8&data=normal
Radio 21 TV,https://live.creacast.com/radio21/smil:radio21.smil/playlist.m3u8&data=normal
Radio JND,https://radiojnd.cdn.hostin.cc/radiojnd/playlist.m3u8&data=normal
Radio Piter Pan TV,https://58d921499d3d3.streamlock.net/RadioPiterpanTV/livestream/playlist.m3u8&data=normal
Sky Folk TV,https://eu.live.skyfolk.mk/live.m3u8&data=normal
STZ Telebista,https://cloudvideo.servers10.com:8081/stztelebista/index.m3u8&data=normal
Super TV,http://iptv.supertv.ro:8000/play/a001/index.m3u8&data=normal
TMA,http://hls.tmacaraibes.com/live/index.m3u8&data=normal
Trace Urban,https://cdn-apse1-prod.tsv2.amagi.tv/linear/amg01076-lightningintern-traceurban-samsungnz/playlist.m3u8&data=normal
Volksmusik TV,https://vmtv.iptv-playoutcenter.de/vmtv/vmtv1/playlist.m3u8&data=normal
